row_id,entity_id,snapshot_month,tenure_months,monthly_usage_hours,usage_change_90d,support_tickets_90d,late_payments_180d,plan_tier,region,marketing_contacts_30d,future_refund_30d,churn_30d
customer-0195-2025-01,customer-0195,2025-01,35,15.470,-11.148,0,1,premium,north,1,0,0
customer-0195-2025-02,customer-0195,2025-02,36,21.776,1.148,0,1,premium,north,1,1,0
customer-0195-2025-03,customer-0195,2025-03,37,16.700,-9.171,1,0,premium,north,1,0,0
customer-0196-2025-01,customer-0196,2025-01,14,20.057,-7.163,0,1,standard,east,2,0,0
customer-0196-2025-02,customer-0196,2025-02,15,17.295,-7.146,0,0,standard,east,0,0,0
customer-0196-2025-03,customer-0196,2025-03,16,20.324,-8.342,0,0,standard,east,4,0,0
customer-0197-2025-01,customer-0197,2025-01,6,23.348,-3.600,0,0,premium,north,4,1,0
customer-0197-2025-02,customer-0197,2025-02,7,20.403,-2.954,1,0,premium,north,0,0,0
customer-0197-2025-03,customer-0197,2025-03,8,23.390,2.359,1,0,premium,north,1,0,0
customer-0198-2025-01,customer-0198,2025-01,5,13.831,3.340,0,1,standard,north,2,0,0
customer-0198-2025-02,customer-0198,2025-02,6,11.732,4.549,5,0,standard,north,4,0,0
customer-0198-2025-03,customer-0198,2025-03,7,14.697,12.483,1,2,standard,north,2,0,0
customer-0199-2025-01,customer-0199,2025-01,44,31.034,1.185,0,0,standard,east,0,0,0
customer-0199-2025-02,customer-0199,2025-02,45,28.022,3.529,0,0,standard,east,1,1,1
customer-0199-2025-03,customer-0199,2025-03,46,29.222,-7.241,1,0,standard,east,3,1,1
customer-0200-2025-01,customer-0200,2025-01,1,9.948,-1.810,2,2,basic,west,1,1,1
customer-0200-2025-02,customer-0200,2025-02,2,13.791,13.881,7,0,basic,west,4,0,0
customer-0200-2025-03,customer-0200,2025-03,3,10.363,3.969,1,2,basic,west,1,1,0
customer-0201-2025-01,customer-0201,2025-01,31,15.475,-4.163,3,0,premium,east,1,0,1
customer-0201-2025-02,customer-0201,2025-02,32,14.528,1.141,4,1,premium,east,0,0,0
customer-0201-2025-03,customer-0201,2025-03,33,13.319,-3.173,0,1,premium,east,0,0,0
customer-0202-2025-01,customer-0202,2025-01,37,8.474,6.228,0,0,basic,west,2,0,0
customer-0202-2025-02,customer-0202,2025-02,38,6.020,3.475,0,0,basic,west,0,1,1
customer-0202-2025-03,customer-0202,2025-03,39,7.489,1.822,0,0,basic,west,2,0,0
customer-0203-2025-01,customer-0203,2025-01,21,14.274,-10.900,1,0,premium,east,4,0,0
customer-0203-2025-02,customer-0203,2025-02,22,15.013,-4.823,0,0,premium,east,0,0,0
customer-0203-2025-03,customer-0203,2025-03,23,23.299,5.294,0,0,premium,east,0,0,0
customer-0204-2025-01,customer-0204,2025-01,15,36.073,-4.630,0,0,standard,east,4,0,0
customer-0204-2025-02,customer-0204,2025-02,16,33.570,-2.042,0,0,standard,east,1,0,0
customer-0204-2025-03,customer-0204,2025-03,17,36.350,9.858,0,0,standard,east,4,0,0
customer-0205-2025-01,customer-0205,2025-01,11,17.147,-4.110,0,0,basic,east,1,0,0
customer-0205-2025-02,customer-0205,2025-02,12,17.185,-7.904,0,0,basic,east,0,0,0
customer-0205-2025-03,customer-0205,2025-03,13,18.067,0.364,0,0,basic,east,1,0,0
customer-0206-2025-01,customer-0206,2025-01,28,25.685,1.846,3,0,premium,west,0,0,0
customer-0206-2025-02,customer-0206,2025-02,29,20.449,3.647,5,1,premium,west,4,0,0
customer-0206-2025-03,customer-0206,2025-03,30,17.387,-2.886,2,0,premium,west,3,0,0
customer-0207-2025-01,customer-0207,2025-01,21,18.897,-10.699,0,1,standard,east,4,0,0
customer-0207-2025-02,customer-0207,2025-02,22,21.872,-1.528,0,0,standard,east,3,1,0
customer-0207-2025-03,customer-0207,2025-03,23,22.964,-0.334,0,0,standard,east,4,0,0
customer-0208-2025-01,customer-0208,2025-01,18,25.516,11.231,1,0,basic,west,2,0,0
customer-0208-2025-02,customer-0208,2025-02,19,20.382,-2.198,3,1,basic,west,4,0,0
customer-0208-2025-03,customer-0208,2025-03,20,22.332,-1.206,2,1,basic,west,3,0,0
customer-0209-2025-01,customer-0209,2025-01,26,13.100,1.659,3,1,standard,east,2,1,1
customer-0209-2025-02,customer-0209,2025-02,27,14.970,2.104,0,1,standard,east,4,0,0
customer-0209-2025-03,customer-0209,2025-03,28,14.630,-5.466,2,2,standard,east,3,0,0
customer-0210-2025-01,customer-0210,2025-01,35,18.633,-1.275,2,1,basic,south,4,0,0
customer-0210-2025-02,customer-0210,2025-02,36,15.304,-5.499,3,1,basic,south,3,0,0
customer-0210-2025-03,customer-0210,2025-03,37,19.600,10.296,2,1,basic,south,1,0,0
customer-0211-2025-01,customer-0211,2025-01,37,17.492,-6.972,0,0,basic,east,3,0,0
customer-0211-2025-02,customer-0211,2025-02,38,23.707,-8.038,0,0,basic,east,1,0,0
customer-0211-2025-03,customer-0211,2025-03,39,26.882,-1.839,0,0,basic,east,3,0,0
customer-0212-2025-01,customer-0212,2025-01,24,13.504,-9.827,0,0,premium,north,0,0,0
customer-0212-2025-02,customer-0212,2025-02,25,16.448,-2.178,0,0,premium,north,2,0,0
customer-0212-2025-03,customer-0212,2025-03,26,21.145,-2.183,0,1,premium,north,3,0,0
customer-0213-2025-01,customer-0213,2025-01,44,16.467,2.851,0,1,basic,north,2,0,0
customer-0213-2025-02,customer-0213,2025-02,45,14.630,2.280,0,0,basic,north,0,0,0
customer-0213-2025-03,customer-0213,2025-03,46,15.745,-7.641,1,0,basic,north,3,1,1
customer-0214-2025-01,customer-0214,2025-01,1,16.138,-5.755,1,1,standard,east,3,0,0
customer-0214-2025-02,customer-0214,2025-02,2,10.945,-3.651,3,0,standard,east,1,0,0
customer-0214-2025-03,customer-0214,2025-03,3,13.295,-0.167,0,0,standard,east,4,0,0
customer-0215-2025-01,customer-0215,2025-01,43,25.867,-7.910,0,0,standard,north,2,1,0
customer-0215-2025-02,customer-0215,2025-02,44,24.555,-9.380,0,0,standard,north,1,0,0
customer-0215-2025-03,customer-0215,2025-03,45,26.809,-7.219,0,0,standard,north,0,1,1
customer-0216-2025-01,customer-0216,2025-01,3,5.670,-2.315,0,1,standard,west,3,0,0
customer-0216-2025-02,customer-0216,2025-02,4,14.668,0.091,1,1,standard,west,1,0,0
customer-0216-2025-03,customer-0216,2025-03,5,15.152,6.085,2,1,standard,west,2,0,0
customer-0217-2025-01,customer-0217,2025-01,34,20.825,-1.349,2,1,standard,north,2,0,0
customer-0217-2025-02,customer-0217,2025-02,35,22.031,4.186,1,0,standard,north,2,0,0
customer-0217-2025-03,customer-0217,2025-03,36,23.745,6.787,8,1,standard,north,4,0,0
customer-0218-2025-01,customer-0218,2025-01,35,29.128,1.102,0,1,basic,east,1,0,0
customer-0218-2025-02,customer-0218,2025-02,36,19.659,-10.659,2,0,basic,east,4,0,0
customer-0218-2025-03,customer-0218,2025-03,37,30.661,5.624,0,0,basic,east,0,0,0
customer-0219-2025-01,customer-0219,2025-01,15,32.104,-3.575,0,1,basic,south,1,1,1
customer-0219-2025-02,customer-0219,2025-02,16,26.272,-10.087,0,2,basic,south,2,0,1
customer-0219-2025-03,customer-0219,2025-03,17,22.351,-9.427,0,0,basic,south,0,0,0
customer-0220-2025-01,customer-0220,2025-01,13,15.653,2.532,1,0,basic,south,0,0,0
customer-0220-2025-02,customer-0220,2025-02,14,14.855,0.113,0,0,basic,south,4,0,0
customer-0220-2025-03,customer-0220,2025-03,15,13.327,-6.017,0,1,basic,south,2,0,0
customer-0221-2025-01,customer-0221,2025-01,46,26.288,0.884,0,0,standard,west,4,0,0
customer-0221-2025-02,customer-0221,2025-02,47,26.846,-3.099,0,0,standard,west,2,0,0
customer-0221-2025-03,customer-0221,2025-03,48,23.579,-5.350,0,0,standard,west,1,0,0
customer-0222-2025-01,customer-0222,2025-01,24,15.848,5.694,1,1,basic,east,2,0,0
customer-0222-2025-02,customer-0222,2025-02,25,12.744,-12.319,2,0,basic,east,2,1,1
customer-0222-2025-03,customer-0222,2025-03,26,21.442,15.253,1,0,basic,east,3,0,0
customer-0223-2025-01,customer-0223,2025-01,43,7.885,-17.133,0,0,standard,north,1,0,0
customer-0223-2025-02,customer-0223,2025-02,44,20.251,3.189,0,0,standard,north,3,0,0
customer-0223-2025-03,customer-0223,2025-03,45,16.696,-1.262,0,0,standard,north,1,0,0
customer-0224-2025-01,customer-0224,2025-01,4,17.343,-6.777,0,0,standard,south,3,0,0
customer-0224-2025-02,customer-0224,2025-02,5,17.986,-1.294,0,0,standard,south,3,0,0
customer-0224-2025-03,customer-0224,2025-03,6,24.894,4.162,0,0,standard,south,1,0,0
customer-0225-2025-01,customer-0225,2025-01,37,21.854,-1.732,0,1,premium,south,4,1,1
customer-0225-2025-02,customer-0225,2025-02,38,22.757,0.984,0,0,premium,south,3,0,0
customer-0225-2025-03,customer-0225,2025-03,39,30.072,2.675,0,1,premium,south,0,0,0
customer-0226-2025-01,customer-0226,2025-01,46,17.499,-13.534,1,0,basic,south,4,0,0
customer-0226-2025-02,customer-0226,2025-02,47,25.974,6.098,3,1,basic,south,4,1,1
customer-0226-2025-03,customer-0226,2025-03,48,22.305,0.904,5,0,basic,south,4,0,0
customer-0227-2025-01,customer-0227,2025-01,13,17.193,-0.366,1,0,premium,east,2,0,0
customer-0227-2025-02,customer-0227,2025-02,14,15.715,0.115,1,2,premium,east,3,0,0
customer-0227-2025-03,customer-0227,2025-03,15,16.834,0.792,0,0,premium,east,4,0,0
customer-0228-2025-01,customer-0228,2025-01,33,18.547,-2.226,3,0,basic,west,1,0,0
customer-0228-2025-02,customer-0228,2025-02,34,21.013,-0.593,2,0,basic,west,3,0,0
customer-0228-2025-03,customer-0228,2025-03,35,18.079,-1.958,0,1,basic,west,3,0,0
customer-0229-2025-01,customer-0229,2025-01,22,33.962,-2.675,0,2,standard,east,1,1,1
customer-0229-2025-02,customer-0229,2025-02,23,21.118,-19.173,0,1,standard,east,0,0,0
customer-0229-2025-03,customer-0229,2025-03,24,31.804,3.080,0,0,standard,east,1,0,0
customer-0230-2025-01,customer-0230,2025-01,21,18.683,-1.261,0,1,basic,north,3,0,0
customer-0230-2025-02,customer-0230,2025-02,22,22.087,6.141,0,0,basic,north,4,0,0
customer-0230-2025-03,customer-0230,2025-03,23,20.187,2.774,1,0,basic,north,4,0,0
customer-0231-2025-01,customer-0231,2025-01,7,24.970,-7.611,2,0,premium,east,2,0,0
customer-0231-2025-02,customer-0231,2025-02,8,23.286,-7.694,6,0,premium,east,2,1,1
customer-0231-2025-03,customer-0231,2025-03,9,25.474,4.541,0,0,premium,east,4,1,1
customer-0232-2025-01,customer-0232,2025-01,48,30.582,-6.632,0,0,premium,east,2,0,0
customer-0232-2025-02,customer-0232,2025-02,49,29.267,3.134,1,0,premium,east,3,0,0
customer-0232-2025-03,customer-0232,2025-03,50,30.520,0.083,0,0,premium,east,3,0,0
customer-0233-2025-01,customer-0233,2025-01,25,23.724,-6.260,1,0,basic,south,4,0,0
customer-0233-2025-02,customer-0233,2025-02,26,20.281,-4.228,0,0,basic,south,0,1,1
customer-0233-2025-03,customer-0233,2025-03,27,14.311,-17.918,0,0,basic,south,0,0,0
customer-0234-2025-01,customer-0234,2025-01,47,20.686,-5.850,0,0,basic,south,4,0,0
customer-0234-2025-02,customer-0234,2025-02,48,21.037,-6.155,2,0,basic,south,1,0,0
customer-0234-2025-03,customer-0234,2025-03,49,23.616,0.376,0,0,basic,south,0,0,0
customer-0235-2025-01,customer-0235,2025-01,28,36.694,4.893,4,1,premium,west,2,0,0
customer-0235-2025-02,customer-0235,2025-02,29,28.962,-5.744,0,0,premium,west,0,0,0
customer-0235-2025-03,customer-0235,2025-03,30,33.726,3.866,1,2,premium,west,3,0,0
customer-0236-2025-01,customer-0236,2025-01,19,9.378,4.685,0,0,standard,south,2,0,0
customer-0236-2025-02,customer-0236,2025-02,20,13.976,-2.445,0,0,standard,south,2,1,1
customer-0236-2025-03,customer-0236,2025-03,21,10.208,2.208,1,0,standard,south,2,0,0
customer-0237-2025-01,customer-0237,2025-01,47,27.204,1.629,0,1,basic,north,2,0,0
customer-0237-2025-02,customer-0237,2025-02,48,23.129,-6.974,1,0,basic,north,4,0,0
customer-0237-2025-03,customer-0237,2025-03,49,23.002,-14.575,0,0,basic,north,2,0,0
customer-0238-2025-01,customer-0238,2025-01,45,20.496,-1.382,4,0,basic,north,1,0,0
customer-0238-2025-02,customer-0238,2025-02,46,20.609,-1.086,0,1,basic,north,3,0,0
customer-0238-2025-03,customer-0238,2025-03,47,15.959,-8.993,0,0,basic,north,2,0,0
customer-0239-2025-01,customer-0239,2025-01,6,11.898,2.501,1,0,standard,south,1,0,1
customer-0239-2025-02,customer-0239,2025-02,7,11.376,-11.187,1,0,standard,south,2,1,1
customer-0239-2025-03,customer-0239,2025-03,8,14.266,8.384,0,0,standard,south,0,0,0
customer-0240-2025-01,customer-0240,2025-01,37,9.615,-2.063,1,0,standard,north,2,0,0
customer-0240-2025-02,customer-0240,2025-02,38,10.531,0.135,0,0,standard,north,4,0,0
customer-0240-2025-03,customer-0240,2025-03,39,16.773,4.715,4,0,standard,north,1,0,0
